target_id	species	chromosome_info
lcl|JAPCXC010000042.1	C. canis	JAPCXC010000042.1
lcl|JAPCXC010000043.1	C. canis	JAPCXC010000043.1
lcl|JAPCXC010000044.1	C. canis	JAPCXC010000044.1
lcl|JAPCXC010000045.1	C. canis	JAPCXC010000045.1
lcl|JAPCXC010000046.1	C. canis	JAPCXC010000046.1
lcl|JAPCXC010000047.1	C. canis	JAPCXC010000047.1
lcl|JAPCXC010000048.1	C. canis	JAPCXC010000048.1
lcl|JAPCXC010000049.1	C. canis	JAPCXC010000049.1
lcl|JAPCXC010000005.1	C. canis	JAPCXC010000005.1
lcl|JAPCXC010000050.1	C. canis	JAPCXC010000050.1
lcl|JAPCXC010000051.1	C. canis	JAPCXC010000051.1
lcl|JAPCXC010000052.1	C. canis	JAPCXC010000052.1
lcl|JAPCXC010000053.1	C. canis	JAPCXC010000053.1
lcl|JAPCXC010000054.1	C. canis	JAPCXC010000054.1
lcl|JAPCXC010000055.1	C. canis	JAPCXC010000055.1
lcl|JAPCXC010000056.1	C. canis	JAPCXC010000056.1
lcl|JAPCXC010000057.1	C. canis	JAPCXC010000057.1
lcl|JAPCXC010000058.1	C. canis	JAPCXC010000058.1
lcl|JAPCXC010000059.1	C. canis	JAPCXC010000059.1
lcl|JAPCXC010000006.1	C. canis	JAPCXC010000006.1
lcl|JAPCXC010000060.1	C. canis	JAPCXC010000060.1
lcl|JAPCXC010000061.1	C. canis	JAPCXC010000061.1
lcl|JAPCXC010000062.1	C. canis	JAPCXC010000062.1
lcl|JAPCXC010000063.1	C. canis	JAPCXC010000063.1
lcl|JAPCXC010000064.1	C. canis	JAPCXC010000064.1
lcl|JAPCXC010000065.1	C. canis	JAPCXC010000065.1
lcl|JAPCXC010000066.1	C. canis	JAPCXC010000066.1
lcl|JAPCXC010000067.1	C. canis	JAPCXC010000067.1
lcl|JAPCXC010000068.1	C. canis	JAPCXC010000068.1
lcl|JAPCXC010000069.1	C. canis	JAPCXC010000069.1
lcl|JAPCXC010000007.1	C. canis	JAPCXC010000007.1
lcl|JAPCXC010000070.1	C. canis	JAPCXC010000070.1
lcl|JAPCXC010000071.1	C. canis	JAPCXC010000071.1
lcl|JAPCXC010000072.1	C. canis	JAPCXC010000072.1
lcl|JAPCXC010000073.1	C. canis	JAPCXC010000073.1
lcl|JAPCXC010000074.1	C. canis	JAPCXC010000074.1
lcl|JAPCXC010000075.1	C. canis	JAPCXC010000075.1
lcl|JAPCXC010000076.1	C. canis	JAPCXC010000076.1
lcl|JAPCXC010000077.1	C. canis	JAPCXC010000077.1
lcl|JAPCXC010000078.1	C. canis	JAPCXC010000078.1
lcl|JAPCXC010000079.1	C. canis	JAPCXC010000079.1
lcl|JAPCXC010000008.1	C. canis	JAPCXC010000008.1
lcl|JAPCXC010000080.1	C. canis	JAPCXC010000080.1
lcl|JAPCXC010000081.1	C. canis	JAPCXC010000081.1
lcl|JAPCXC010000082.1	C. canis	JAPCXC010000082.1
lcl|JAPCXC010000083.1	C. canis	JAPCXC010000083.1
lcl|JAPCXC010000084.1	C. canis	JAPCXC010000084.1
lcl|JAPCXC010000085.1	C. canis	JAPCXC010000085.1
lcl|JAPCXC010000086.1	C. canis	JAPCXC010000086.1
lcl|JAPCXC010000087.1	C. canis	JAPCXC010000087.1
lcl|JAPCXC010000088.1	C. canis	JAPCXC010000088.1
lcl|JAPCXC010000089.1	C. canis	JAPCXC010000089.1
lcl|JAPCXC010000009.1	C. canis	JAPCXC010000009.1
lcl|JAPCXC010000090.1	C. canis	JAPCXC010000090.1
lcl|JAPCXC010000091.1	C. canis	JAPCXC010000091.1
lcl|JAPCXC010000092.1	C. canis	JAPCXC010000092.1
lcl|JAPCXC010000093.1	C. canis	JAPCXC010000093.1
lcl|JAPCXC010000094.1	C. canis	JAPCXC010000094.1
lcl|JAPCXC010000095.1	C. canis	JAPCXC010000095.1
lcl|JAPCXC010000167.1	C. canis	JAPCXC010000167.1
lcl|JAPCXC010000164.1	C. canis	JAPCXC010000164.1
lcl|JAPCXC010000165.1	C. canis	JAPCXC010000165.1
lcl|JAPCXC010000096.1	C. canis	JAPCXC010000096.1
